transaction_id,account_id,amount,currency,region,status,timestamp
5a514a4c-bb67-489b-ae49-19302d9e9387,ACC-6559,40031.62,EUR,EU,pending,2024-02-12 10:27:40
476953d1-a63b-4ff6-87f0-b8fc7980279b,ACC-5073,9587.59,USD,US,pending,2024-07-27 06:32:43
f8316207-e5dd-44cf-9545-029fceb42994,ACC-8350,7017.71,EUR,EU,pending,2024-03-12 06:13:56
e9d209fc-9344-4c91-9478-9c053e18a23f,ACC-5563,23136.78,USD,US,pending,2024-12-05 14:47:59
1ec7b577-c87a-44d0-a755-2a1089608677,ACC-2235,22162.11,EUR,EU,pending,2024-11-30 12:21:19
49bb9c88-6902-42aa-92d0-560651bc1906,ACC-2604,2538.91,USD,US,pending,2024-07-28 22:38:41
2306e345-1b82-4b82-9495-660a621aca6f,ACC-1241,48450.12,EUR,EU,pending,2024-12-25 18:21:57
9b983e45-1b14-4167-b565-6b637948041b,ACC-4872,8323.89,USD,US,pending,2024-07-07 14:30:12
712716c7-85ee-4847-b38f-30f46bb2a078,ACC-8886,10695.23,EUR,EU,pending,2024-06-04 17:57:59
0b253858-c5cf-446e-b021-898f0d3db1e7,ACC-1960,8240.21,USD,US,pending,2024-01-01 20:05:22
ffa60867-10f9-47ba-a418-65d7aee16e30,ACC-7396,13267.5,EUR,EU,pending,2024-10-31 12:04:03
818d6a24-174c-4ea9-9469-05adfa031e66,ACC-8454,14269.61,USD,US,pending,2024-09-27 12:42:12
4c2b7f3a-843b-4f02-8cb9-eeadeace6d3b,ACC-8973,7748.29,EUR,EU,pending,2024-04-25 05:31:02
2773e49a-4891-45b1-82d9-b274ec9bda8d,ACC-4566,48435.78,USD,US,pending,2024-08-12 22:21:05
746acc14-69a5-4ebe-9290-328c239cb721,ACC-9883,3057.27,EUR,EU,pending,2024-05-01 19:00:31
0dfd3dfe-14b5-4f76-b0ba-bf920c01ed12,ACC-1936,2516.62,USD,US,pending,2024-07-04 03:59:27
bcefead9-4313-4645-90d9-2bb8f41e741a,ACC-9238,45970.16,EUR,EU,pending,2024-07-25 06:27:15
2cd38c68-a37e-48af-8c66-7fa2d5599d21,ACC-3579,2853.41,USD,US,pending,2024-07-16 05:18:16
423c4154-dc8e-4bc8-a257-5ca3a86b4d03,ACC-2312,42568.61,EUR,EU,pending,2024-01-27 14:39:54
740e3fff-c320-43c7-8aa7-3fe8af4ce223,ACC-2113,33763.88,USD,US,pending,2024-04-01 08:15:33
37b390f1-9ac7-4182-80d8-ca7285f83c4a,ACC-7615,6003.13,EUR,EU,pending,2024-12-11 18:04:45
44e3152d-0443-4d2f-87e2-6b41565a117b,ACC-5033,28950.16,USD,US,pending,2024-01-16 10:25:08
299150a4-509c-4065-8b0c-0f9dd340f099,ACC-2343,20967.05,EUR,EU,pending,2024-08-14 16:13:12
87b9a8a3-a48a-4330-87b2-075d47326f82,ACC-9565,15825.33,USD,US,pending,2024-04-11 06:30:44
6af31610-5dd3-4825-bd67-3f9c66f394a7,ACC-4346,33489.6,EUR,EU,pending,2024-05-02 00:24:21
969596ef-0cec-4afc-a1a0-282c4a49e52b,ACC-4910,13288.07,USD,US,pending,2024-02-20 19:52:26
8c675dfd-1af0-4008-b3eb-af13e8e7dfba,ACC-5915,22866.66,EUR,EU,pending,2024-12-26 19:04:42
140ee600-99ea-4814-ae08-bfa2f7fc7352,ACC-2188,475.68,USD,US,pending,2024-08-29 05:37:25
1ac084e3-713a-48dc-9143-8f8a0fddf7dd,ACC-2638,3672.3,EUR,EU,pending,2024-03-23 18:44:31
ebce1a8d-1293-481c-9acb-5f7c37117fbb,ACC-9288,13267.37,USD,US,pending,2024-12-28 10:36:28
2a1c0775-a4b7-4baf-94a2-2f28f7aa4e5e,ACC-6718,44044.4,EUR,EU,pending,2024-12-07 11:23:33
143095a8-9474-4451-a298-9e155753dc1d,ACC-5002,18482.66,USD,US,pending,2024-03-02 06:18:25
b4f9a435-9e32-40ba-a2d2-acd3f6f42a1a,ACC-8179,41688.91,EUR,EU,pending,2024-09-30 05:28:02
c0bc66cf-207f-419c-80dd-e503e9644a51,ACC-5956,30587.77,USD,US,pending,2024-11-09 10:43:00
3ef19fe2-933d-4f65-bf78-f3b3d4c871f3,ACC-9666,401.08,EUR,EU,pending,2024-11-13 07:57:45
ee48703c-729e-47a8-a350-70b2d2f95b45,ACC-5905,46588.48,USD,US,pending,2024-02-10 05:29:46
f52b6ef3-504e-418d-bc3e-efa9dbc24f1b,ACC-3200,13230.65,EUR,EU,pending,2024-12-11 12:43:24
3f0ed23c-de4b-4218-b14e-15f9ab710c29,ACC-2753,37123.41,USD,US,pending,2024-03-01 08:52:46
06e5dd56-e7ce-43ab-948f-6bf3a901666f,ACC-5462,14095.0,EUR,EU,pending,2024-03-22 19:12:38
c56e0006-a4fb-48e7-96fe-3b5764cac2a5,ACC-6617,10187.83,USD,US,pending,2024-09-03 07:31:34
c3867af0-6485-47c3-adb9-9dfddb0c92f3,ACC-5325,25275.4,EUR,EU,pending,2024-04-07 12:37:10
e552b7c8-d077-4163-8a7a-d2629db4322f,ACC-1832,4624.0,USD,US,pending,2024-06-13 12:00:44
1661706e-4c06-49e5-abbe-8c5cd469dcd3,ACC-5533,2213.9,EUR,EU,pending,2024-05-09 12:58:20
86a406e3-2cec-4cca-8ee8-e5af3de6331e,ACC-3143,31859.3,USD,US,pending,2024-04-11 17:36:00
f92fd1af-6343-465f-8919-e54bf3404328,ACC-3647,37064.13,EUR,EU,pending,2024-08-02 06:02:03
95b1915e-a7fb-4b22-954a-5819b91014d8,ACC-8007,28049.73,USD,US,pending,2024-02-13 10:44:24
154e4545-4660-4c7c-9428-5084a09b2315,ACC-2232,47253.1,EUR,EU,pending,2024-09-25 08:46:10
ea476c2b-22de-467f-8b60-0c41396e918e,ACC-3442,27284.06,USD,US,pending,2024-11-20 02:59:21
493faafc-2e7c-4f38-b87e-e30a1cbf2577,ACC-7049,29129.65,EUR,EU,pending,2024-02-27 12:20:02
3be5c041-ec12-4de0-b505-f348188534db,ACC-8041,6381.0,USD,US,pending,2024-04-29 17:10:33
3e266951-16b7-4867-b5b2-f12db8e36a2d,ACC-6974,44950.08,EUR,EU,pending,2024-11-05 04:23:51
df199ad9-ed9b-473c-8906-6a37d321c7ac,ACC-1653,44947.24,USD,US,pending,2024-03-22 14:03:18
437253ab-120f-4c5c-bd18-6aa724e964ab,ACC-5088,33350.0,EUR,EU,pending,2024-05-17 08:31:25
8f42fe11-e636-425e-bff1-1a42d545c381,ACC-7658,48692.11,USD,US,pending,2024-10-18 01:38:15
24e0e96f-75bd-42fa-9148-1eab87aecdf1,ACC-3532,46288.93,EUR,EU,pending,2024-04-01 22:33:06
3233c2e6-6fc4-48b5-a63a-287aac071a5d,ACC-3662,48810.54,USD,US,pending,2024-11-10 20:56:24
69ddb108-8beb-4b84-bed3-9c7f250c0cb2,ACC-3900,44072.0,EUR,EU,pending,2024-01-10 15:01:32
a53998bc-b914-4e9f-9961-13c89187364f,ACC-3938,36830.86,USD,US,pending,2024-05-09 00:11:34
768caa24-ff85-42b3-9991-bc20682b8e56,ACC-7745,40113.73,EUR,EU,pending,2024-12-01 13:39:37
828eb1fa-5fc3-43f5-a3bb-a23e861d1237,ACC-5065,13347.62,USD,US,pending,2024-11-01 18:51:44
3287fe22-8b1e-430f-8029-3f1293db4447,ACC-2771,19133.26,EUR,EU,pending,2024-01-16 00:56:22
04ae9da7-db0e-4e30-9198-dc74cf630160,ACC-8711,11129.46,USD,US,pending,2024-11-13 03:08:19
426c765c-409a-480e-9eac-008cb7184fd2,ACC-8541,17489.42,EUR,EU,pending,2024-11-14 15:57:12
8eaa4ead-0d98-42b8-b645-ece94d139ecc,ACC-4728,11153.95,USD,US,pending,2024-09-13 07:57:18
bcc4383a-9d1a-48d7-80de-b5b0bbb30354,ACC-4164,19929.31,EUR,EU,pending,2024-04-18 04:46:07
56e420e9-25fb-4028-918b-a0b00e60e2a9,ACC-2137,48344.79,USD,US,pending,2024-04-18 09:38:00
8c619e2b-b198-4367-baba-a545a61c3bf8,ACC-6753,32077.67,EUR,EU,pending,2024-06-04 05:16:21
dac03c3c-6ccb-4a65-9464-65623ff75063,ACC-9785,16564.18,USD,US,pending,2024-01-11 17:15:20
2231e202-1700-441d-bc8c-d77936a427c6,ACC-2889,43853.15,EUR,EU,pending,2024-04-11 10:42:07
10fb8813-1e60-4f5d-b85a-35b130291468,ACC-3925,29033.68,USD,US,pending,2024-04-13 02:19:33
2d3cb5fd-279f-41e9-beb7-243d7a3f6bd4,ACC-1626,5429.04,EUR,EU,pending,2024-06-17 18:25:40
b6f59ce4-687c-4d1f-a3e3-c7c497e76a0c,ACC-6663,36429.97,USD,US,pending,2024-05-01 19:41:04
903e5dd1-6cd6-45d1-a1ff-e2cc57720768,ACC-8149,30314.38,EUR,EU,pending,2024-07-17 14:48:30
8f702983-e33e-45f6-b39c-c4d894587f71,ACC-2894,19265.92,USD,US,pending,2024-08-11 22:11:24
0a93f343-c4e0-412b-a5d3-8d9d6087ecfd,ACC-4114,12743.58,EUR,EU,pending,2024-10-02 06:21:27
b303ec98-46d0-4d5c-b251-bbaa103a1eb9,ACC-8144,94.55,USD,US,pending,2024-12-25 10:59:08
268d17f5-9258-43c7-89e3-0dcfe092cc2d,ACC-9821,34345.99,EUR,EU,pending,2024-10-15 03:28:33
fa3b027d-2332-4f3f-a311-b3008d517fb4,ACC-4228,18217.43,USD,US,pending,2024-01-28 04:12:11
e1aae861-b578-4dad-a95e-d35d48814988,ACC-6409,31161.54,EUR,EU,pending,2024-09-14 15:13:09
2b57caed-13b8-4da9-95c9-e80e6df5416b,ACC-3041,35990.52,USD,US,pending,2024-04-26 15:12:23
ad8139a7-fc80-4f7c-8653-4572a15f8356,ACC-9308,15471.14,EUR,EU,pending,2024-06-07 14:29:52
5dba9852-3db7-44dc-ba90-0bee82b5f400,ACC-6344,20126.0,USD,US,pending,2024-04-24 19:42:22
bc322581-888b-4ce4-9497-659d781abb0c,ACC-3085,9600.09,EUR,EU,pending,2024-09-15 05:35:29
34d3bfb9-6ddc-4194-95f8-424f9f9aa6e9,ACC-7211,33869.12,USD,US,pending,2024-12-16 14:45:27
06ffe4ca-abcf-4449-9eca-7a8c8cab7a8f,ACC-3851,30779.59,EUR,EU,pending,2024-04-26 21:03:22
4595a2db-293b-41bb-9b03-67174feaeb4c,ACC-7653,27401.38,USD,US,pending,2024-01-01 03:47:01
0591cdf8-5fd8-489c-9fde-f5faab6d9721,ACC-5978,14352.82,EUR,EU,pending,2024-06-15 22:50:52
995616ba-6628-4c5b-886c-73dbed987126,ACC-6279,23254.76,USD,US,pending,2024-06-20 17:13:40
20b31b0d-48f8-4a6b-86fe-e70bad00f403,ACC-4501,25563.59,EUR,EU,pending,2024-11-04 06:09:00
4bed0d53-1394-419c-921e-1623a24ea669,ACC-3780,32945.95,USD,US,pending,2024-04-20 05:04:51
c45826c8-6afd-4146-b650-f9d5660d3e5e,ACC-9445,33196.05,EUR,EU,pending,2024-08-28 11:55:44
939a775c-790b-47b9-8e90-d2843953e812,ACC-6491,4678.43,USD,US,pending,2024-10-18 17:06:53
1778f73f-b402-4359-9a59-bfc454eab70f,ACC-4848,33643.06,EUR,EU,pending,2024-03-28 05:48:09
207088df-c87a-4650-bfaf-4daf5966ff44,ACC-4262,7376.22,USD,US,pending,2024-01-18 22:44:35
b3a8d407-8e2d-44be-97af-3067250d6877,ACC-5011,49196.96,EUR,EU,pending,2024-08-25 09:29:10
ae4e861c-9c67-4943-bcff-168c057f8d00,ACC-2193,22776.25,USD,US,pending,2024-12-10 03:23:40
fbff295f-6cc4-4d35-91dc-9ba1fe66181a,ACC-4185,35920.11,EUR,EU,pending,2024-05-29 02:56:19
94d8dfa7-066b-4d4e-978f-78dd136ed121,ACC-9099,19988.65,USD,US,pending,2024-02-27 07:27:52
963558cd-c518-40eb-9ce4-14b9955ab874,ACC-1090,44634.06,EUR,EU,pending,2024-11-30 03:53:14
7cd0e003-9c4e-450c-a6fe-58fa4d0372a7,ACC-2746,38923.24,USD,US,pending,2024-03-25 23:44:50
dc8bb6d1-e262-405f-9c3f-669a97664d22,ACC-3881,40207.45,EUR,EU,pending,2024-09-27 06:22:04
10e9d038-04ca-432a-80e7-4ecc30b47bb8,ACC-9486,23232.85,USD,US,pending,2024-08-04 11:23:54
5f469d37-8b09-4b28-a5c1-3ed0c1ffd0ac,ACC-5082,45874.33,EUR,EU,pending,2024-02-17 03:08:38
3113c885-67f6-4030-8223-37e4ac14b871,ACC-8478,6675.62,USD,US,pending,2024-06-29 10:47:19
b919f3ac-0627-47ed-8080-bf026e89cd11,ACC-9702,49394.74,EUR,EU,pending,2024-08-19 06:01:04
7b315ab7-9d08-41ae-957d-039707fdf29f,ACC-6198,47502.48,USD,US,pending,2024-12-12 04:41:30
2724c693-f6d8-46d5-945f-ee560863424d,ACC-8251,30636.49,EUR,EU,pending,2024-10-06 08:07:09
5f01e21d-4e50-4c2d-b8e4-41620f4e6ab3,ACC-9270,21342.77,USD,US,pending,2024-12-18 04:29:55
7ceefdef-86f7-4998-9acf-9724872fae49,ACC-9976,22301.22,EUR,EU,pending,2024-03-02 19:27:33
4fad4d68-41ba-44b3-9ae7-98bba00e7a01,ACC-8777,22508.99,USD,US,pending,2024-10-18 23:04:03
559164ce-6dc9-4e59-beb6-b969878dc4c5,ACC-5050,41994.75,EUR,EU,pending,2024-04-17 16:43:44
a80bb678-974c-4d04-9675-8ebe87348db1,ACC-9540,24235.0,USD,US,pending,2024-04-02 21:55:59
923d3574-d600-4c09-a9f5-a7bcfc73915c,ACC-5499,21999.23,EUR,EU,pending,2024-10-04 02:43:12
0808d698-4d3d-4128-b53b-f7eb8d379f9e,ACC-5681,11732.33,USD,US,pending,2024-05-10 10:19:33
7d3906a8-bbaf-4037-a059-b8b18e0f5944,ACC-6238,44652.41,EUR,EU,pending,2024-02-01 07:02:17
f68a45a1-005e-4a6f-b210-9733dfd31df1,ACC-3267,7550.02,USD,US,pending,2024-05-28 18:08:51
c6b5aee1-bfbf-4ad7-96e0-cf25d58a9fad,ACC-3503,35323.89,EUR,EU,pending,2024-01-25 22:39:22
efdb0118-c4f6-4cb1-afa5-4438d1f7dde4,ACC-7797,20385.89,USD,US,pending,2024-07-29 17:30:08
5b3c06ed-f7d9-470f-88a4-69fc231fc4a0,ACC-8633,20794.55,EUR,EU,pending,2024-03-21 07:50:10
533ed890-be65-4719-812d-9efcbc59d806,ACC-7883,19479.95,USD,US,pending,2024-10-25 23:00:59
04f58a82-6daa-4a3f-a53e-468743958924,ACC-1320,42838.03,EUR,EU,pending,2024-10-24 07:51:31
0f332b1e-6623-489c-aee5-8ae2fdc988fc,ACC-7232,23854.22,USD,US,pending,2024-05-16 14:37:46
fcc3471a-bb3e-4ae3-a98f-d9f6ada471a9,ACC-5892,37676.22,EUR,EU,pending,2024-11-27 10:42:41
2d27271d-a3e9-4d25-8eee-5e47dd144e4b,ACC-7865,26915.65,USD,US,pending,2024-10-12 07:17:08
015e5a67-1d16-40c3-9660-b324126ec93d,ACC-9947,39995.41,EUR,EU,pending,2024-12-14 16:12:29
4a08c796-3d0f-4aee-afb7-ea7952ef3575,ACC-4613,24416.59,USD,US,pending,2024-04-15 23:56:29
6eae388b-5170-435c-88bb-60d47b98c784,ACC-8140,24287.24,EUR,EU,pending,2024-05-31 00:24:42
59692cd8-1128-4627-b979-55c3d170626c,ACC-6507,33446.99,USD,US,pending,2024-11-05 23:13:32
3314624a-30ba-4f07-b7a5-b991757fd281,ACC-7624,36211.83,EUR,EU,pending,2024-11-22 10:04:50
6d04368b-2abb-449f-be1b-598dfea759ba,ACC-8657,45977.89,USD,US,pending,2024-08-29 15:51:18
f79fec0a-d269-4c19-8637-b016b61af2cd,ACC-9751,1358.05,EUR,EU,pending,2024-06-02 00:32:05
1ad3614e-019c-4508-934b-083c7eff0d1a,ACC-1444,4206.53,USD,US,pending,2024-06-15 10:57:38
5ac2c675-b902-4a4c-b63c-07efd6736837,ACC-3223,43343.9,EUR,EU,pending,2024-03-11 13:50:14
c7162db2-c263-4a08-9365-580002b65729,ACC-1823,13015.21,USD,US,pending,2024-05-07 03:08:52
83c186f6-aada-4ed7-9844-c2101285a333,ACC-4467,22740.42,EUR,EU,pending,2024-05-11 01:43:59
427d7cc5-d250-4f4f-a5c4-c2175805a654,ACC-7211,13920.05,USD,US,pending,2024-11-19 02:05:46
ee8d1d78-84ca-4228-904e-301a857ca437,ACC-7906,12621.05,EUR,EU,pending,2024-02-01 19:25:17
b27040ee-5cf6-4052-90aa-664722ca623a,ACC-8705,978.97,USD,US,pending,2024-07-28 11:44:59
f0b52485-e9fa-4bb4-9817-4337be402de7,ACC-1853,49995.39,EUR,EU,pending,2024-05-15 21:52:00
01048e6f-95ef-45e5-9c3a-6cf9903f31df,ACC-4673,32510.7,USD,US,pending,2024-10-30 09:37:11
10f48f31-3ed3-4f98-90c9-df71c9ffe728,ACC-1659,37714.12,EUR,EU,pending,2024-04-06 00:50:50
e90ba42e-5f28-4d22-9d3a-7acddb0def90,ACC-4266,41963.05,USD,US,pending,2024-08-29 07:16:05
62303da0-5e94-40c0-8025-e74dbcb65e06,ACC-3496,11934.86,EUR,EU,pending,2024-07-02 21:54:32
fef40999-9268-4a70-9527-1de16aff37e5,ACC-2874,28202.84,USD,US,pending,2024-03-25 15:34:36
4f4b153d-fa51-45fa-bea1-f5c391d9205f,ACC-8619,34976.25,EUR,EU,pending,2024-10-24 20:00:30
8a9e18e2-7caa-4545-8a4c-0f2900cf3c9c,ACC-7043,8397.78,USD,US,pending,2024-08-23 19:57:24
2d8b6a11-e018-4e4e-a3d4-3d2a1b67b73a,ACC-2876,38891.82,EUR,EU,pending,2024-03-04 14:24:28
302872e2-8b64-4023-8526-981c17bce7d2,ACC-6096,5413.86,USD,US,pending,2024-01-10 23:20:24
5c207a92-8414-41e3-a5c9-8b87a25b5143,ACC-6111,28794.08,EUR,EU,pending,2024-12-18 15:25:01
238028f9-ef1d-4b14-b452-d3e4d35e35a3,ACC-7149,19838.76,USD,US,pending,2024-10-04 16:25:12
c904e143-839c-4ba0-b6f0-2ed881649446,ACC-4249,3809.06,EUR,EU,pending,2024-09-25 04:59:34
bac23607-8f77-415c-ade9-17fc7d3e628a,ACC-4978,5104.05,USD,US,pending,2024-10-27 00:02:37
b454cc36-fe42-467f-a357-4854b4c90dfa,ACC-5941,42516.16,EUR,EU,pending,2024-08-21 04:14:30
f0721cfa-6824-4ac5-a284-cf2a053338d1,ACC-2983,39813.4,USD,US,pending,2024-08-07 18:52:25
